"codigo-da-ocorrencia";"classificacao-da-ocorrencia";"data-e-hora-da-ocorrencia";"latitude-da-ocorrencia";"longitude-da-ocorrencia";"cidade-da-ocorrencia";"uf-da-ocorrencia";"pais-da-ocorrencia";"aerodromo-da-ocorrencia";"investigacao-da-aeronave-foi-liberada";"status-da-investigacao";"numero-do-relatorio-de-divulgacao";"relatorio-de-divulgacao-foi-publicado";"dia-da-divulgacao-da-publicacao";"total-de-recomendacoes";"total-de-aeronaves-envolvidas";"ocorrencia-na-saida-da-pista";"tipo-de-ocorrencia";"tipo-de-categoria-da-ocorrencia";"taxonomia-do-tipo-de-icao";"matricula-da-aeronave";"categoria-do-operador-de-aeronave";"tipo-de-aeronave";"fabricante-da-aeronave";"modelo-de-aeronave";"tipo-de-aeronave-icao";"aeronave-motor-tipo";"aeronave-motor-quantidade";"aeronave-pmd";"categoria-pmd-aeronave";"quantidade-de-assentos-na-aeronave";"ano-de-fabricacao-da-aeronave";"pais-fabricante-da-aeronave";"pais-de-registro-da-aeronave";"registro-da-categoria-da-aeronave";"registro-segmento-da-aeronave";"voo-de-origem-do-acidente";"voo-destino-do-acidente";"fase-de-operacao-da-aeronave";"tipo-de-operacao-da-aeronave";"nivel-de-dano-da-aeronave";"total-de-fatalidades-no-acidente";"fator-do-acidente";"aspecto-do-fator-da-ocorrencia";"fator-condicionante";"area-do-fator";"numero-da-recomendacao";"dia-da-assinatura-de-recomendacao";"dia-do-encaminhamento-da-recomendacao";"conteudo-da-recomendacao";"status-da-recomendacao";"orgao-de-recomendacao"
39993;INCIDENTE GRAVE;11/03/2010 12:30;-2333028;-5113667;LONDRINA;PR;BRASIL;SBLO;SIM;FINALIZADA;I-053/CENIPA/2011;SIM;01/08/2011;2;1;NÃO;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP;PTBKU;***;AVIÃO;CESSNA AIRCRAFT;150J;C150;PISTÃO;MONOMOTOR;726;726;2;1969;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;GOVERNADOR JOSÉ RICHA;FORA DE AERODROMO;DECOLAGEM;INSTRUÇÃO;LEVE;0;CONDIÇÕES METEOROLÓGICAS ADVERSAS;ELEMENTOS RELACIONADOS AO AMBIENTE OPERACIONAL;***;FATOR OPERACIONAL;173/D/11;01/08/2011;25/08/2011 00:00;Realizar uma vistoria de segurança de voo na OUTRA - Oficinas Unidas de Trabalhos Aeronáuticos Ltda., a fim de verificar a conformidade dos seus serviços de manutenção com a legislação em vigor, em especial no tocante à supervisão dos trabalhos realizados.;CUMPRIDA DE FORMA ALTERNATIVA;ANAC
40069;ACIDENTE;10/01/2010 14:50;-2,35E+11;-4,66E+11;SÃO PAULO;SP;BRASIL;SBMT;SIM;FINALIZADA;A-121/CENIPA/2012;SIM;19/11/2012;8;1;NÃO;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;LOC-G;PPMAW;***;HELICÓPTERO;HELIBRAS;AS 350 B3;AS50;TURBOEIXO;MONOMOTOR;2250;2250;7;1999;BRASIL;BRASIL;HELICÓPTERO;PARTICULAR;FORA DE AERODROMO;UNICID - UNIVERSIDADE CIDADE DE SÃO PAULO;PARTIDA DO MOTOR;PRIVADA;DESTRUÍDA;0;APLICAÇÃO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL;463/2012;19/11/2012;11/12/2012 00:00;Estudar a viabilidade de modificar a regulamentação vigente, de modo a estabelecer um nível de requisitos - tanto de certificação, quanto para a operação - compatível com o tipo de operação desenvolvido pelas empresas que operam aeronaves cuja propriedade é compartilhada.;CUMPRIDA;ANAC
40087;ACIDENTE;26/03/2010 10:45;-163625;-4,89E+11;ANÁPOLIS;GO;BRASIL;SWNS;SIM;FINALIZADA;A-082/CENIPA/2011;SIM;23/09/2011;4;1;NÃO;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP;PTAKS;***;AVIÃO;CESSNA AIRCRAFT;210H;C210;PISTÃO;MONOMOTOR;1542;1542;4;1969;BRASIL;BRASIL;AVIÃO;PARTICULAR;ANÁPOLIS;FAZENDA SÃO LUIZ;DECOLAGEM;PRIVADA;SUBSTANCIAL;0;INDISCIPLINA DE VOO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL;019/2010;30/04/2010;30/04/2010 00:00;Reciclar-se quanto aos procedimentos de drenagem de combustível da aeronave C-210H.;***;DIVERSOS-J
40088;ACIDENTE;19/03/2010 13:10;-45880555556;-6,02E+11;UIRAMUTÃ;RR;BRASIL;****;SIM;FINALIZADA;A-034/CENIPA/2011;SIM;21/07/2011;3;1;SIM;POUSO LONGO;EXCURSÃO DE PISTA | POUSO LONGO;RE;PTJTM;***;AVIÃO;BEECH AIRCRAFT;E55;BE55;PISTÃO;BIMOTOR;2404;2404;6;1974;BRASIL;BRASIL;AVIÃO;ADMINISTRAÇÃO DIRETA;ATLAS BRASIL CANTANHEDE;SERRA DO SOL;POUSO;NÃO REGULAR;SUBSTANCIAL;0;CONDIÇÕES METEOROLÓGICAS ADVERSAS;ELEMENTOS RELACIONADOS AO AMBIENTE OPERACIONAL;***;FATOR OPERACIONAL;098/2011;21/07/2011;01/08/2011 00:00;Realizar uma vistoria de segurança de voo no setor responsável pelas aeronaves do Governo do Estado de Roraima, visando verificar as suas condições operacionais, em especial no tocante ao planejamento dos voos e à supervisão da atividade aérea.;CUMPRIDA;ANAC
40147;ACIDENTE;08/04/2010 14:20;-2,62E+11;-5,11E+11;UNIÃO DA VITÓRIA;PR;BRASIL;SSUV;SIM;FINALIZADA;A-016/CENIPA/2012;SIM;22/02/2012;3;1;SIM;EXCURSÃO DE PISTA;EXCURSÃO DE PISTA;RE;PTWOO;***;AVIÃO;PIPER AIRCRAFT;PA-34-220T;PA34;PISTÃO;BIMOTOR;2155;2155;6;1997;BRASIL;BRASIL;AVIÃO;PARTICULAR;BACACHERI;JOSÉ CLETO;POUSO;PRIVADA;SUBSTANCIAL;0;APLICAÇÃO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL;093/2012;22/02/2012;11/12/2012 00:00;Avaliar junto à Autoridade Primária de Certificação a viabilidade de diminuir o intervalo de revisão do conjunto de freios, na qual é realizado o procedimento de inspeção visual, em especial nos casos de operação frequente da aeronave em pistas curtas.;CUMPRIDA;ANAC
40148;ACIDENTE;19/03/2010 19:30;-205125;-5,45E+11;CAMPO GRANDE;MS;BRASIL;****;SIM;FINALIZADA;A-054/CENIPA/2011;SIM;01/08/2011;1;1;NÃO;PANE SECA;COMBUSTÍVEL | PANE SECA;FUEL;PTLCI;***;AVIÃO;CESSNA AIRCRAFT;185;C185;PISTÃO;MONOMOTOR;1451;1451;6;1962;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;ESTÂNCIA SANTA MARIA;APROXIMAÇÃO FINAL;PRIVADA;SUBSTANCIAL;0;APLICAÇÃO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL;175/2011;01/08/2011;25/08/2011 00:00;Incrementar a verificação de proficiência dos pilotos da aviação geral no tocante ao planejamento dos voos, visando assegurar-se da sua capacidade de prover uma autonomia adequada ao voo a ser realizado.;CUMPRIDA;ANAC
40149;ACIDENTE;21/03/2010 20:45;-1626222;-4797000;LUZIÂNIA;GO;BRASIL;SWUZ;SIM;FINALIZADA;A-068/CENIPA/2011;SIM;29/08/2011;2;1;NÃO;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP;PPGYK;***;AVIÃO;XAVANTE;A-122-B;A122;PISTÃO;MONOMOTOR;840;840;2;1974;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;BRIGADEIRO ARARIPE MACEDO;FORA DE AERODROMO;DECOLAGEM;INSTRUÇÃO;DESTRUÍDA;0;INDISCIPLINA DE VOO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL;208/2011;29/08/2011;29/09/2011 00:00;Incrementar os meios de controle e fiscalização de seus examinadores, de modo a assegurar-se que as atividades exercidas por eles atendam os procedimentos, normas e regulamentos previstos.;CUMPRIDA;ANAC
40171;ACIDENTE;07/04/2010 18:45;-107275;-4,83E+11;PORTO NACIONAL;TO;BRASIL;SBPN;SIM;FINALIZADA;A-012/CENIPA/2011;SIM;18/05/2011;2;1;NÃO;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP;PPGBW;***;AVIÃO;AERO BOERO;AB-115;AB11;PISTÃO;MONOMOTOR;770;770;2;1991;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;PORTO NACIONAL;FORA DE AERODROMO;DECOLAGEM;INSTRUÇÃO;SUBSTANCIAL;0;MANUTENÇÃO DA AERONAVE;DESEMPENHO DO SER HUMANO;MANUTENÇÃO DA AERONAVE;FATOR OPERACIONAL;036/2011;18/05/2011;27/05/2011 00:00;Realizar uma auditoria no Aeroclube de Porto Nacional a fim de verificar a conformidade dos serviços de manutenção com os requisitos aplicáveis.;NÃO CUMPRIDA;ANAC
40190;INCIDENTE;06/04/2010 02:35;***;***;RIO DE JANEIRO;RJ;BRASIL;SBGL;***;;;NÃO;;3;1;NÃO;OUTROS;OUTROS;OTHR;PROAM;REGULAR;AVIÃO;FOKKER;F28MK0100;F100;JATO;BIMOTOR;44450;44450;107;1993;BRASIL;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;REGULAR;NENHUM;0;;;;;018/D/11;27/04/2011;29/04/2011 00:00;Promover a divulgação dos ensinamentos do incidente aos tripulantes técnicos com a finalidade de mitigar a possibilidade da reincidência deste tipo de ocorrência.;AGUARDANDO RESPOSTA;AVIANCA
40213;INCIDENTE GRAVE;09/04/2010 21:00;-1664436453;-4934657587;GOIÂNIA;GO;BRASIL;SBNV;SIM;FINALIZADA;IG-532/CENIPA/2018;SIM;29/05/2020;1;1;NÃO;COM TREM DE POUSO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO;SCF-NP;PTDSO;***;AVIÃO;CESSNA AIRCRAFT;210K;C210;PISTÃO;MONOMOTOR;1724;1724;6;1970;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;PRIVADA;LEVE;0;OUTRO FATOR;OUTRO;***;OUTRO;IG-532/CENIPA/2018 -01;29/05/2020;23/06/2020 00:00;ATUAR JUNTO AOS OPERADORES DE AERONAVES CIVIS BRASILEIRAS, A FIM DE REFORçAR O FIEL CUMPRIMENTO DO CAPíTULO VI DO CóDIGO BRASILEIRO DE AERONáUTICA, “DO ACESSO AOS DESTROçOS DE AERONAVE”, INCORPORADO POR MEIO DA LEI Nº 12.970, DE 8 DE MAIO DE 2014.;CUMPRIDA;ANAC
40214;ACIDENTE;12/04/2010 19:30;-79591666667;-5,33E+11;REDENÇÃO;PA;BRASIL;****;SIM;FINALIZADA;A-069/CENIPA/2011;SIM;29/08/2011;1;1;NÃO;POUSO EM LOCAL NÃO PREVISTO;OUTROS | POUSO EM LOCAL NÃO PREVISTO;OTHR;PTWTT;***;AVIÃO;BEECH AIRCRAFT;58;BE58;PISTÃO;BIMOTOR;2449;2449;6;1974;BRASIL;BRASIL;AVIÃO;ADMINISTRAÇÃO INDIRETA;OURILÂNDIA DO NORTE;FORA DE AERODROMO;POUSO;PRIVADA;SUBSTANCIAL;0;COORDENAÇÃO DE CABINE;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL;210/2011;29/08/2011;29/09/2011 00:00;Realizar uma vistoria de segurança de voo na Fundação Nacional do Índio, visando verificar as suas condições operacionais.;NÃO CUMPRIDA;ANAC
40264;ACIDENTE;20/04/2010 16:30;-1,53E+11;-5,49E+11;CAMPO VERDE;MT;BRASIL;SWOZ;SIM;FINALIZADA;A-033/CENIPA/2012;SIM;22/03/2012;2;1;NÃO;POUSO EM LOCAL NÃO PREVISTO;OUTROS | POUSO EM LOCAL NÃO PREVISTO;OTHR;PTESS;***;AVIÃO;EMBRAER;EMB-810C;PA34;PISTÃO;BIMOTOR;2073;2073;6;1978;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;ESTÂNCIA SANTA RITA;FAZENDA SANTO ANTÔNIO;POUSO;TÁXI AÉREO;SUBSTANCIAL;0;ATITUDE;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO;146/2012;22/03/2012;20/04/2012 00:00;Divulgar os ensinamentos colhidos na presente investigação às empresas de Táxi-Aéreo, alertando quanto aos riscos decorrentes de um deficiente planejamento de voo e de inadequada supervisão gerencial.;CUMPRIDA;ANAC
40267;INCIDENTE GRAVE;04/04/2010 11:00;-1,30E+11;-3,87E+11;VERA CRUZ;BA;BRASIL;SNVR;SIM;FINALIZADA;IG-580/CENIPA/2016;SIM;04/12/2018;2;1;NÃO;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP;PTIPO;***;AVIÃO;PIPER AIRCRAFT;PA-31;PA31;PISTÃO;BIMOTOR;2948;2948;8;1973;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;DEPUTADO LUÍS EDUARDO MAGALHÃES;LORENZO;CRUZEIRO;TÁXI AÉREO;NENHUM;0;MANUTENÇÃO DA AERONAVE;DESEMPENHO DO SER HUMANO;MANUTENÇÃO DA AERONAVE;FATOR OPERACIONAL;IG-580/CENIPA/2016 - 01;04/12/2018;04/12/2018 00:00;Atuar junto à Addey Táxi Aéreo Ltda., a fim de verificar se o operador mantém atualizados os registros de todos os serviços de manutenção realizados e dos componentes instalados em suas aeronaves, na forma e no prazo estabelecidos no Regulamento de Aviação Civil nº 135.;CUMPRIDA;ANAC
40269;INCIDENTE GRAVE;07/04/2010 19:30;-1636250;-4891139;ANÁPOLIS;GO;BRASIL;SWNS;SIM;FINALIZADA;IG-533/CENIPA/2018;SIM;11/03/2019;1;1;SIM;COM TREM DE POUSO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO;SCF-NP;PTWYD;***;AVIÃO;CESSNA AIRCRAFT;310R;C310;PISTÃO;BIMOTOR;2495;2495;6;1979;BRASIL;BRASIL;AVIÃO;PARTICULAR;PRESIDENTE JUSCELINO KUBITSCHEK;ANÁPOLIS;POUSO;PRIVADA;LEVE;0;MANUTENÇÃO DA AERONAVE;DESEMPENHO DO SER HUMANO;MANUTENÇÃO DA AERONAVE;FATOR OPERACIONAL;IG-533/CENIPA/2018 - 01;11/03/2019;11/03/2019 00:00;Divulgar os ensinamentos colhidos na presente investigação, com a finalidade de alertar operadores e oficinas de manutenção de aeronaves, quanto aos riscos associados à utilização de itens/componentes não certificados ou não previstos pelos fabricantes durante os serviços de manutenção.;AGUARDANDO RESPOSTA;ANAC
40271;ACIDENTE;21/04/2010 11:27;-80958333333;-3,49E+11;RECIFE;PE;BRASIL;SNEM;SIM;FINALIZADA;A-018/CENIPA/2011;SIM;30/06/2011;2;1;NÃO;PERDA DE CONTROLE EM VOO;PERDA DE CONTROLE EM VOO;LOC-I;PPRTO;***;AVIÃO;CIA AERONAUTICA PAULISTA;CAP-4;PAUL;PISTÃO;MONOMOTOR;587;587;2;1946;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;ENCANTA MOÇA;FAZENDA BUSATO 1;DECOLAGEM;INSTRUÇÃO;LEVE;0;APLICAÇÃO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL;070/2011;30/06/2011;01/08/2011 00:00;Realizar uma Vistoria de Segurança de Voo na Brás Flight Escola Brasileira de Aviação Civil Ltda., a fim de verificar a conformidade de sua operação com os requisitos previstos.;CUMPRIDA;ANAC
40316;INCIDENTE GRAVE;26/02/2010 14:40;-1976083;-4263873;TIMÓTEO;MG;BRASIL;****;SIM;FINALIZADA;IG-053/CENIPA/2013;SIM;12/11/2013;3;1;NÃO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP;PPIEG;***;HELICÓPTERO;HELIBRAS;AS 350 B2;AS50;TURBOEIXO;MONOMOTOR;2250;2250;6;2006;BRASIL;BRASIL;HELICÓPTERO;ADMINISTRAÇÃO DIRETA;FORA DE AERODROMO;FORA DE AERODROMO;DESCIDA;POLICIAL;SUBSTANCIAL;0;MANUTENÇÃO DA AERONAVE;DESEMPENHO DO SER HUMANO;MANUTENÇÃO DA AERONAVE;FATOR OPERACIONAL;IG-053/CENIPA/2013 - RSV 001;12/11/2013;14/04/2015 00:00;Realizar auditoria especial na empresa HELIT Manutenção de Helicópteros Ltda., a fim de verificar a capacidade do sistema de controle de qualidade, das instalações, dos equipamentos, do pessoal e dos processos empregados na referida oficina, quanto à sua adequação ao volume de serviços contratados e à conformidade com os padrões estabelecidos na regulamentação.;CUMPRIDA;ANAC
40554;ACIDENTE;27/04/2010 18:47;-2,25E+11;-4,45E+11;RESENDE;RJ;BRASIL;****;SIM;FINALIZADA;A-114/CENIPA/2012;SIM;17/10/2012;8;1;NÃO;PERDA DE CONTROLE EM VOO;PERDA DE CONTROLE EM VOO;LOC-I;PREBM;***;AVIÃO;AIR TRACTOR;AT-802;AT8T;TURBOÉLICE;MONOMOTOR;7258;7258;2;2003;BRASIL;BRASIL;AVIÃO;ADMINISTRAÇÃO DIRETA;RESENDE;FORA DE AERODROMO;MANOBRA;POLICIAL;DESTRUÍDA;2;APLICAÇÃO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL;440/2012;17/10/2012;01/11/2012 00:00;Atuar junto ao Grupamento de Operações Aéreas do CBMERJ, visando desenvolver e instituir procedimentos padronizados para as atividades aéreas e divulgá-los a todos os tripulantes, em especial aqueles que operam aeronaves de asa fixa.;NÃO CUMPRIDA;ANAC
40573;INCIDENTE GRAVE;01/05/2010 15:40;-5,24E+11;-4,01E+11;ITAPETINGA;BA;BRASIL;****;SIM;FINALIZADA;IG-070/CENIPA/2011;SIM;29/08/2011;2;1;NÃO;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP;PTCHQ;***;AVIÃO;CESSNA AIRCRAFT;172F;C172;PISTÃO;MONOMOTOR;1043;1043;4;1965;BRASIL;BRASIL;AVIÃO;PARTICULAR;CIRILO QUEIRÓZ;BAHIA - JORGE AMADO;CRUZEIRO;PRIVADA;LEVE;0;MANUTENÇÃO DA AERONAVE;DESEMPENHO DO SER HUMANO;MANUTENÇÃO DA AERONAVE;FATOR OPERACIONAL;211/2011;29/08/2011;29/09/2011 00:00;Realizar vistoria de segurança de voo na TBA - Tecnologia Brasileira de Aeronáutica S/A, buscando certificar a atualização e o cumprimento das DA e dos Boletins de Serviço, referentes às aeronaves, hélices e componentes constantes do seu adendo, com especial atenção à aeronave Cessna 172F.;CUMPRIDA DE FORMA ALTERNATIVA;ANAC
40583;INCIDENTE;30/04/2010 16:35;-1290861;-3832250;SALVADOR;BA;BRASIL;SBSV;SIM;FINALIZADA;I-019/CENIPA/2011;SIM;30/06/2011;1;1;NÃO;PERDA DE COMPONENTE NO SOLO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | PERDA DE COMPONENTE NO SOLO;SCF-NP;PPEPS;***;AVIÃO;BEECH AIRCRAFT;C90A;BE9L;TURBOÉLICE;BIMOTOR;4581;4581;8;1996;BRASIL;BRASIL;AVIÃO;ADMINISTRAÇÃO DIRETA;DEPUTADO LUÍS EDUARDO MAGALHÃES;PORTO SEGURO;DECOLAGEM;POLICIAL;LEVE;0;MANUTENÇÃO DA AERONAVE;DESEMPENHO DO SER HUMANO;MANUTENÇÃO DA AERONAVE;FATOR OPERACIONAL;072/D/11;30/06/2011;01/08/2011 00:00;Divulgar este Relatório Final aos operadores de aeronave C90, alertando para a observação do adequado travamento do fecho das carenagens dos motores.;CUMPRIDA;ANAC
40732;INCIDENTE GRAVE;08/05/2010 15:05;-127425;-3,82E+11;CAMAÇARI;BA;BRASIL;****;SIM;FINALIZADA;IG-582/CENIPA/2016;SIM;01/12/2016;5;1;NÃO;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP;PTBXF;***;AVIÃO;CESSNA AIRCRAFT;150E;C150;PISTÃO;MONOMOTOR;726;726;2;1965;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;DEPUTADO LUÍS EDUARDO MAGALHÃES;DEPUTADO LUÍS EDUARDO MAGALHÃES;MANOBRA;INSTRUÇÃO;NENHUM;0;ATITUDE;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO;IG-582/CENIPA/2016 - 01;01/12/2016;14/12/2016 00:00;Adotar medidas para que o operador da aeronave de marcas PT-BXF restabeleça a configuração prevista nos manuais do fabricante para a aeronave CESSNA modelo 150E, notadamente no que se refere ao sistema de combustível.;NÃO CUMPRIDA;ANAC
40793;ACIDENTE;07/05/2010 16:41;-107275;-4,83E+11;PORTO NACIONAL;TO;BRASIL;SBPN;SIM;FINALIZADA;A-071/CENIPA/2011;SIM;29/08/2011;3;1;SIM;EXCURSÃO DE PISTA;EXCURSÃO DE PISTA;RE;PRMCS;***;AVIÃO;AEROMOT;AMT-600;GURI;PISTÃO;MONOMOTOR;900;900;2;2008;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;PORTO NACIONAL;FORA DE AERODROMO;CORRIDA APÓS POUSO;INSTRUÇÃO;SUBSTANCIAL;0;CULTURA ORGANIZACIONAL;ASPECTO PSICOLÓGICO;ORGANIZACIONAL;FATOR HUMANO;213/2011;29/08/2011;29/08/2011 00:00;Revisar os seus mecanismos de supervisão dos serviços de manutenção das aeronaves, visando assegurar-se da utilização de pessoal qualificado, bem como do cumprimento do previsto pelos fabricantes, em especial no tocante aos procedimentos de conservação e estocagem de aeronaves paradas.;***;AEROC-PNA
40855;ACIDENTE;13/05/2010 18:58;-30808333333;30808333333;MANAUS;AM;BRASIL;****;SIM;FINALIZADA;A-044/CENIPA/2011;SIM;01/08/2011;4;1;NÃO;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP;PTEUJ;***;AVIÃO;EMBRAER;EMB-810C;PA34;PISTÃO;BIMOTOR;2073;2073;7;1979;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;FLORES;MAUÉS;SUBIDA;TÁXI AÉREO;DESTRUÍDA;6;ATITUDE;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO;131/2011;01/08/2011;25/08/2011 00:00;Realizar Vistoria de Segurança de Voo especial na empresa JVC Aerotáxi Ltda., com a finalidade de verificar a conformidade dos procedimentos operacionais, de treinamento e de manutenção com os requisitos mínimos de segurança estabelecidos na legislação aeronáutica.;CUMPRIDA;ANAC
41053;ACIDENTE;19/05/2010 08:10;-2,50E+11;-5,35E+11;CASCAVEL;PR;BRASIL;SBCA;SIM;FINALIZADA;A-034/CENIPA/2012;SIM;22/03/2012;2;1;NÃO;VOO CONTROLADO CONTRA O TERRENO;VOO CONTROLADO CONTRA O TERRENO;CFIT;PTGKQ;***;AVIÃO;EMBRAER;EMB-110P;E110;TURBOÉLICE;BIMOTOR;5600;5600;20;1976;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;SOROCABA;ADALBERTO MENDES DA SILVA;POUSO;TÁXI AÉREO;DESTRUÍDA;0;ATITUDE;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO;148/2012;22/03/2012;20/04/2012 00:00;Divulgar os ensinamentos colhidos desta investigação aos operadores de Táxi-Aéreo, a fim de evitar a recorrência de novos acidentes.;CUMPRIDA;ANAC
41155;ACIDENTE;20/05/2010 19:35;-2,33E+11;-4,69E+11;JUNDIAÍ;SP;BRASIL;SBJD;SIM;FINALIZADA;A-070/CENIPA/2012;SIM;03/07/2012;5;1;SIM;EXCURSÃO DE PISTA;EXCURSÃO DE PISTA;RE;N313PC;***;AVIÃO;PIPER AIRCRAFT;PA-42;***;PISTÃO;BIMOTOR;5000;5000;0;0;ESTADOS UNIDOS;ESTADOS UNIDOS;AVIÃO;PARTICULAR;MUNICIPAL JOÃO WINCKLER;AEROPORTO ESTADUAL DE JUNDIAÍ;CORRIDA APÓS POUSO;***;SUBSTANCIAL;0;APLICAÇÃO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL;254/2012;03/07/2012;07/08/2012 00:00;Divulgar os ensinamentos de presente relatório aos operadores de aeronaves do modelo PA-42-1000 que estejam voando no Brasil.;CUMPRIDA;ANAC
41179;INCIDENTE GRAVE;20/05/2010 22:20;-1,59E+11;-4,79E+11;BRASÍLIA;DF;BRASIL;SBBR;SIM;FINALIZADA;IG-010/CENIPA/2013;SIM;22/09/2013;8;1;NÃO;COM TREM DE POUSO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO;SCF-NP;PROAD;***;AVIÃO;FOKKER;F28MK0100;F100;JATO;BIMOTOR;44450;44450;107;1991;BRASIL;BRASIL;AVIÃO;REGULAR;PRESIDENTE JUSCELINO KUBITSCHEK;TANCREDO NEVES;CORRIDA APÓS POUSO;REGULAR;SUBSTANCIAL;0;MANUTENÇÃO DA AERONAVE;DESEMPENHO DO SER HUMANO;MANUTENÇÃO DA AERONAVE;FATOR OPERACIONAL;IG-010/CENIPA/2013-RSV001;22/09/2013;14/04/2015 00:00;Atuar junto as Empresas Aéreas reguladas pelo RBAC 121 no sentido de aprimorar os processos de supervisão gerencial e coordenação entre os setores de Safety, Operações e Manutenção, com o objetivo de identificar condições latentes, como por exemplo, aeronaves que estejam apresentando panes repetitivas (dificuldade em serviço) e que possam vir a comprometer a segurança operacional, de modo que sejam estabelecidas medidas mitigadoras mais eficientes.;CUMPRIDA;ANAC
41236;ACIDENTE;29/05/2010 09:55;-1,03E+11;-3,63E+11;FELIZ DESERTO;AL;BRASIL;SNUZ;SIM;FINALIZADA;A-062/CENIPA/2013;SIM;30/12/2013;3;1;NÃO;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;CTOL;PTGYX;***;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-201A;IPAN;PISTÃO;MONOMOTOR;1800;1800;1;1982;BRASIL;BRASIL;AVIÃO;AGRÍCOLA;USINA CORURIPE;FORA DE AERODROMO;OUTRA FASE;AGRÍCOLA;DESTRUÍDA;1;ATENÇÃO;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO;A-062/CENIPA/2013 - RSV 001;30/12/2013;12/02/2014 00:00;Divulgar o presente relatório no âmbito das Organizações de Saúde credenciadas e  envolvidas com inspeção de saúde ou acompanhamento médico dos aeronavegantes, enfatizando junto aos seus profissionais responsáveis por essas atividades, a necessidade do adequado aprofundamento das pesquisas relativas às patologias que possam comprometer a Segurança de Voo.;CUMPRIDA DE FORMA ALTERNATIVA;ANAC
